brand,name,processor,Ram,Ram_type,Storage,Storage_type,GPU,display_size,resolution_width,resolution_height,OS,Price
Xiaomi,Notebook Pro 120G Laptop,12th Gen Intel Core i5 12450H ,16,LPDDR5,512,SSD,Integrated Intel UHD Graphics,14,2560,1600,Windows 11 OS,13615336
Acer,Extensa 15 EX215-54 Laptop,11th Gen Intel Core i3 1115G4,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,5922000
Asus,VivoBook 14 X415EA-EK322WS Notebook,11th Gen Intel Core i3 1115G4,8,DDR4,512,SSD,Integrated Intel UHD Graphics,14,1920,1080,Windows 11 OS,7142120
HP,Victus 15-fb0050AX Gaming Laptop,5th Gen AMD Ryzen 5  5600H ,8,DDR4,512,SSD,NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,11936120
Lenovo,IdeaPad Slim 5 82SF008YIN Laptop,12th Gen Intel Core i5 1235U,16,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,11466120
Lenovo,IdeaPad Slim 3 82KU017EIN Laptop,5th Gen AMD Ryzen 5  5500U,8,DDR4,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,7501200
Asus,VivoBook 15 X1500EA-EJ322WS Laptop,11th Gen intel Core i3 1115G4,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,6390120
HP,Pavilion 15s-fq5112TU Laptop,12th Gen Intel Core i5 1235U,16,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,10825040
Asus,ROG Zephyrus Duo 16 2022 GX650RXZ-LO227WS Gaming Laptop,6th Gen AMD Ryzen 9  6900HX,32,DDR5,2048,SSD,NVIDIA GeForce RTX 3080Ti,16,2560,1600,Windows 11 OS,63918120
HP,15s-fq2672TU Laptop,11th Gen Intel Core i3 1115G4,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,6579812
HP,15s-fq5111TU Laptop,12th Gen Intel Core i5 1235U,8,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,10338120
HP,15s-dr3506TU Laptop,11th Gen Intel Core i3 1115G4,8,DDR4,1024,HDD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,6767812
HP,15s-du3614TU Laptop,11th Gen Intel Core i3 1115G4,8,DDR4,1024,HDD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,7841480
Dell,Vostro 5625 laptop,5th Gen AMD Ryzen 5 5625U,8,DDR4,512,SSD,AMD Radeon Graphics,16,1920,1200,Windows 11 OS,9416920
HP,Pavilion 14s- fy1003AU Laptop,5th Gen AMD Ryzen 5  5500U ,16,DDR4,512,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,8627320
HP,15s-eq1559AU Laptop,3rd Gen AMD Athlon Silver 3050U,8,DDR4,512,SSD,AMD Radeon Graphics,15.6,1366,768,Windows 11 OS,5638120
HP,15s-FR2511TU Laptop,11th Gen Intel Core i3 1115G4,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,7082336
Dell,G15-5525 Gaming Laptop,6th Gen AMD Ryzen 7  6800H,16,DDR5,512,SSD,NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,15702324
Acer,Aspire 5 A515-57G Gaming Laptop,12th Gen Intel Core i5 1240P,8,DDR4,512,SSD,NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,9800064
Acer,Aspire 3 A315-59 Laptop,12th Gen Intel Core i5 1235U,8,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,7518120
Dell,Inspiron 3525 Laptop,5th Gen AMD Ryzen 7  5825U,8,DDR4,512,SSD,AMD Radeon Radeon Graphics,15.6,1920,1080,Windows 11 OS,10300520
Acer,Predator Triton 500 SE PT516-52s NH.QFQSI.001 Laptop,12th Gen Intel Core i7 12700H,32,LPDDR5,2048,SSD,NVIDIA GeForce RTX 3070Ti,16,2560,1600,Windows 11 OS,27652920
HP,Pavilion 14-dv2041TU Laptop,12th Gen Intel Core i5 1235U,16,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,14,1920,1080,Windows 11 OS,12782120
MSI,Thin GF63 11SC-853IN Gaming Laptop,11th Gen Intel Core i5 11400H,8,DDR4,512,SSD,NVIDIA GeForce GTX1650 Max Q,15.6,1920,1080,Windows 10 OS,9266520
Asus,TUF Gaming F15 FX506LHB-HN355WS Gaming Laptop,10th Gen Intel Core i5 10300H,8,DDR4,512,SSD,NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 11 OS,9774120
HP,Pavilion 14-dv2015TU Laptop,12th Gen Intel Core i7 1255U,16,DDR4,1024,SSD,Integrated Intel Iris Xe Graphics,14,1920,1080,Windows 11 OS,15632012
HP,Pavilion 15s-FQ5009TU Laptop,12th Gen Intel Core i5 1235U,8,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,10339812
Samsung,Galaxy Book2 15 Laptop,12th Gen Intel Core i7 1255U,16,LPDDR4,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,14098120
Lenovo,IdeaPad Gaming 3 82K200X3IN Laptop,5th Gen AMD Ryzen 7  5800H,16,DDR4,512,SSD,NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,12594120
HP,Pavilion 15-eg2009TU Laptop,12th Gen Intel Core i5 1240P,8,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,11654120
HP,Pavilion 14-ec1003AU Laptop,5th Gen AMD Ryzen 5 5625U ,8,DDR4,512,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,9695724
Acer,Aspire 3 A315-58 Laptop UN.ADDSI.036 Laptop,11th Gen Intel Core i3 1115G4,8,DDR4,256,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows OS,5922000
Acer,Extensa EX215-54 NX.EGJSI.00E Laptop,11th Gen Intel Core i3 1115G4,4,DDR4,256,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,5452000
HP,15s-eq2143au Laptop,5th Gen AMD Ryzen 3  5300U,8,DDR4,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows OS,6202120
Lenovo,Ideapad 15ALC6 82KU017KIN Laptop,5th Gen AMD Ryzen 5  5500U,8,DDR4,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,6954120
Apple,MacBook Pro 14 inch MKGQ3HN Laptop,Apple M1 Pro M1 Pro,16,Unified,1024,SSD,16-core GPU,14.2,3024,1964,Mac OS,45101200
Apple,MacBook Pro 16 inch MK1A3HN Laptop,Apple M1 Max M1 Max,32,Unified,1024,SSD,32-core GPU,16.2,3456,2234,Mac OS,58184120
Dell,Inspiron 3511 Laptop,11th Gen Intel Core i5 1135G7,8,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 10 OS,9398120
Dell,Inspiron 3511 Laptop,11th Gen Intel Core i3 1115G4,8,DDR4,1024,HDD,Integrated Intel Graphics,15.6,1920,1080,Windows 10 OS,7567000
Asus,VivoBook F571LH-BQ435T Gaming Laptop,10th Gen Intel Core i7 10870H,16,DDR4,512,SSD,NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 10 OS,11278120
Dell,Inspiron 3511 Laptop,11th Gen Intel Core i5 1135G7,8,DDR4,1024,HDD,NVIDIA GeForce MX350,15.6,1920,1080,Windows 10 OS,10902120
Realme,Book Slim Laptop,11th Gen Intel Core i3 1115G4 ,8,LPDDR4x,256,SSD,Integrated Intel UHD Graphics,14,1440,2160,Windows 10 OS,6955812
Xiaomi,RedmiBook Pro 15 Laptop,5th Gen AMD Ryzen 5  5600H ,16,DDR4,512,SSD,AMD Radeon Graphics,15.6,3200,2000,Windows 10 OS,10150120
Xiaomi,RedmiBook Pro 14 Laptop,5th Gen AMD Ryzen 5  5500U ,16,DDR4,512,SSD,AMD Radeon Graphics,14,2560,1600,Windows 10 OS,9210120
Vaio,SE14 NP14V3IN033P Laptop,11th Gen Intel Core i5 1135G7,8,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,14,1920,1080,Windows 10 OS,7518120
HP,15s-GR0012AU Laptop,3rd Gen AMD Ryzen 3  3250U,8,DDR4,1024,HDD,AMD Radeon Vega 6,15.6,1920,1080,Windows 10 OS,7010520
Microsoft,Surface Laptop 3 1873,3rd Gen AMD Ryzen 5  3580U,8,DDR4,128,SSD,AMD Radeon Vega 9,15,2496,1664,Windows 10 OS,11353320
Huawei,MateBook D15 Laptop,3rd Gen AMD Ryzen 5 3500U ,8,DDR4,256,SSD,NVIDIA GeForce MX250,15.6,1920,1080,Windows 10 OS,10339812
HP,EliteBook 840 G6,8th Gen Intel Core i5 8265U,8,DDR4,512,SSD,Integrated Intel UHD 620,14,1920,1080,Windows 10 OS,17007232
Acer,Swift SF514-52T NX.GTMSI.025 Laptop,8th Gen Intel Core i5 8250U,8,DDR3,512,SSD,Integrated Intel UHD 620,14,1920,1080,Windows 10 OS,10244120
Dell,Latitude 13 5320 2 in 1 Laptop,11th Gen Intel Core i5 1135G7,8,DDR4,256,SSD,Integrated Intel UHD Graphics,13.3,1920,1080,Windows 10 OS,16919812
Dell,Latitude 9430 Laptop,12th Gen Intel Core i7 1265U,32,LPDDR5,1024,SSD,Integrated Intel Iris Xe Graphics,14.1,2560,1600,Windows OS,48880000
Acer,Aspire Lite 15 AL15-51 2023 Laptop,11th Gen Intel Core i5 1155G7,16,DDR4,1024,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,8647812
Lenovo,Thinkpad P16s 21BTS0DG00 Laptop,12th Gen Intel Core i7 1260P,16,DDR4,1024,SSD,Integrated Intel UHD Graphics,16,1920,1200,Windows 11 OS,20114120
Lenovo,ThinkPad X1 Carbon 21HMS00000 Laptop,13th Gen Intel Core i7 1355U,16,LPDDR5,1024,SSD,Integrated Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,41734120
Acer,Predator Triton 500 SE PT516-52s NH.QFQSI.001 Laptop,12th Gen Intel Core i7 12700H,32,LPDDR5,2048,SSD,NVIDIA GeForce RTX 3070Ti,16,2560,1600,Windows 11 OS,27634120
Asus,TUF Gaming F15 FX506LHB-HN355WS Gaming Laptop,10th Gen Intel Core i5 10300H,8,DDR4,512,SSD,NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 11 OS,9962120
Acer,Swift 3 SF314-512 NX.K0FSI.002 Laptop,12th Gen Intel Core i5 1240P,8,LPDDR4X,512,SSD,Integrated Intel Iris Xe Graphics,14,2560,1440,Windows 11 OS,11278120
Dell,Inspiron 15 3511 Laptop,11th Gen Intel Core i5 1135G7,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,9962120
Samsung,Galaxy Book2 15 Laptop,12th Gen Intel Core i5 1235U,16,LPDDR4X,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,12124120
Samsung,Galaxy Book2 Laptop,12th Gen Intel Core i5 1240P,8,LPDDR4x,512,SSD,Intel Arc A350M Graphics,15.6,1920,1080,Windows 11 OS,14850120
Samsung,Galaxy Book2 15 Laptop,12th Gen Intel Core i5 1235U ,8,LPDDR4,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,11261200
HP,Pavilion 14-EC1019AU Laptop,5th Gen AMD Ryzen 5  5625U,16,DDR4,512,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,10526120
Lenovo,V15-IGL 82C3A008IH Laptop,Intel Celeron  N4020 ,4,DDR4,256,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,DOS OS,3758120
Realme,Book Prime Laptop,11th Gen Intel Core i5 11320H,16,LPDDR4X,512,SSD,Integrated Intel Iris Xe Graphics,14,2160,1440,Windows 11 OS,9022120
Samsung,Galaxy Book2 Pro 360 13 Laptop,12th Gen Intel Core i7 1260P ,16,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,13.3,1080,1920,Windows 11 OS,21242120
Samsung,Galaxy Book2 Pro 13 Laptop,12th Gen Intel Core i7 1260P ,16,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,13.3,1080,1920,Windows 11 OS,19174120
Samsung,Galaxy Book2 Pro 360 13 Laptop,12th Gen Intel Core i5 1240P,16,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,13.3,1080,1920,Windows 11 OS,19362120
Asus,Vivobook 13 Slate OLED T3300KA-LQ122WS Laptop,Intel Pentium Silver  N6000,4,LPDDR4X,128,HDD,Integrated Intel UHD Graphics,13.3,1920,1080,Windows 11 OS,6297812
HP,15s-eq2143au Laptop,5th Gen AMD Ryzen 3  5300U,8,DDR4,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows OS,6391812
Apple,MacBook Pro 16 inch MK183HN Laptop,Apple M1 Pro M1 Pro,16,Unified,512,SSD,16-core GPU,16.2,3456,2234,Mac OS,40606872
Apple,MacBook Pro 14 inch MKGQ3HN Laptop,Apple M1 Pro M1 Pro,16,Unified,1024,SSD,16-core GPU,14.2,3024,1964,Mac OS,40606872
Asus,VivoBook X509FA-BR301T Laptop,10th Gen Intel Core i3 10110U ,4,DDR4,1024,HDD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 10 OS,4982000
Xiaomi,Mi Notebook Pro X 15 Laptop,11th Gen Intel Core i5 11300H ,16,LPDDR4x,512,SSD,Integrated Intel Iris Xe Graphics,15.6,2160,3456,Windows 10 OS,15038120
Dell,Inspiron 5518 Laptop,11th Gen Intel Core i5 11300H,16,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 10 OS,12784000
Lenovo,IdeaPad 3 15ITL6 82H8014BIN Laptop,11th Gen Intel Core i5 1135G7,8,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 10 OS,9009900
Xiaomi,RedmiBook Pro 15 Laptop,5th Gen AMD Ryzen 7 5800H ,16,DDR4,512,SSD,AMD Radeon Graphics,15.6,3200,2000,Windows 10 OS,11278120
Dell,Latitude 3410 Laptop,10th Gen Intel Core i5 10210U ,8,DDR4,512,SSD,Intel HD Graphics,14,1366,768,Ubuntu OS,12746400
Microsoft,Surface Laptop 3 1873,3rd Gen AMD Ryzen 5  3580U,8,DDR4,128,SSD,AMD Radeon Vega 9,15,2496,1664,Windows 10 OS,11372120
Apple,MacBook Air 2020 Laptop,10th Gen Intel Core i3,8,LPDDR4X,256,SSD,Intel Iris Plus,13.3,2560,1600,"Mac 10.15.3	 OS",13723812
Apple,MacBook Air 2020 Laptop,10th Gen Intel Core i7,8,LPDDR4X,512,SSD,Intel Iris Plus,13.3,2560,1600,"Mac 10.15.3	 OS",20679812
Dell,Inspiron 5370 Laptop,8th Gen Intel Core i7 8550U,8,DDR4,256,SSD,GeForce MX130,13.3,1920,1080,Windows 10 OS,16542120
HP,ZBook 15 G6 Laptop,9th Gen intel Core i7 9750H,16,DDR4,512,SSD,Integrated Intel UHD Graphics 620,15.6,3840,2160,Windows 10 OS,22917200
Asus,ZenBook Pro 15 UX580GE-E2032T Laptop,8th Gen Intel Core i9 8950HK,16,DDR4,1024,SSD,NVIDIA GeForce GTX 1050Ti,15.6,3840,2160,Windows 10 OS,25660120
Gigabyte,G5 MF-E2IN313SHLaptop,12th Gen Intel Core i5 12500H,8,DDR4,512,SSD,NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,27015600
HP,15s-er2004AU Laptop,5th Gen AMD Ryzen 7  5700U,16,DDR4,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,9492120
Dell,Inspiron 3530 IN3530RMD8W001ORS1 Laptop,13th Gen Intel Core i5 1335U,16,DDR4,1024,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,13534120
Dell,G15-5530 15 2023 Gaming Laptop,13th Gen Intel Core i7 13650HX,16,DDR5,1024,SSD,NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,25737012
Lenovo,IdeaPad Flex 5 82R9008FIN Laptop,5th Gen AMD Ryzen 5  5500U,16,DDR4,512,SSD,AMD Radeon Graphics,14,1920,1200,Windows 11 OS,11842120
Asus,Vivobook Go 14 E1404FA-NK547WS Laptop,7th Gen AMD Ryzen 5 7520U,8,LPDDR5,512,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,8270120
Acer,Aspire 3 A315-24P NX.KDESI.00B Laptop,7th Gen AMD Ryzen 5 7520U,8,LPDDR5,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,6390120
Asus,Vivobook 15X OLED M3504YA-LK552WS Laptop,7th Gen AMD Ryzen 5 7530U,16,DDR4,1024,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,11090120
MSI,Pulse 15 B13VGK-1296IN Gaming Laptop,13th Gen Intel Core i7 13700H,16,DDR5,1024,SSD,NVIDIA GeForce RTX 4070,15.6,2560,1440,Windows 11 OS,29138120
MSI,Summit B15 A11M-236IN Laptop,11th Gen Intel Core i7 1185G7,16,DDR4,1024,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 10 OS,13158120
Lenovo,Thinkpad L14 Gen 2 ‎20X1S10V00 Laptop,11th Gen Intel Core i3 1115G4,8,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,14,1920,1080,DOS OS,9400000
Lenovo,V15 G4 Laptop,7th Gen AMD Ryzen 5 7520U ,8,DDR5,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,6954120
Asus,Vivobook 15X OLED M3504YA-LK741WS Laptop,7th Gen AMD Ryzen 7  7730U,16,DDR4,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,14382000
Lenovo,IdeaPad 3 15IAU7 82RK00WXIN Laptop,12th Gen Intel Core i3 1215U,8,DDR4,256,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,6390120
Lenovo,IdeaPad 1 15AMN7 82VG00ERIN Laptop,7th Gen AMD Ryzen 3 7320U,8,LPDDR5,512,SSD,AMD Radeon 610M,15.6,1920,1080,Windows 11 OS,6202120
Asus,Vivobook 16X K3605VU-MB541WS Laptop,13th Gen Intel Core i5 13500H,16,DDR4,512,SSD,NVIDIA GeForce RTX 4050,16,1920,1200,Windows 11 OS,19405548
Asus,Vivobook 16X K3605ZU-MB542WS Laptop,12th Gen Intel Core i5 12450H ,16,DDR4,512,SSD,NVIDIA GeForce RTX 4050,16,1920,1200,Windows 11 OS,16918120
Lenovo,IdeaPad Gaming 3 15IHU6 82K101R9IN Laptop,11th Gen Intel Core i5 11320H,8,DDR4,512,SSD,NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,10714120
Asus,Vivobook Go 14 E1404FA-NK543WS Laptop,7th Gen AMD Ryzen 5 7520U,16,LPDDR5,512,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,8456240
Asus,Vivobook Go 14 E410KA-EK013W Laptop,Intel   N4500,8,DDR4,256,SSD,Integrated Intel UHD Graphics,14,1920,1080,Windows OS,4510120
Asus,Vivobook Pro 15 OLED M6500QC-LK741WS Laptop,5th Gen AMD Ryzen 7 5800HS,16,DDR4,512,SSD,NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,14474120
Acer,Chromebook CB314-3H NX.K04SI.008 Laptop,Intel Celeron N4500,8,LPDDR4X,64,SSD,Integrated Intel UHD Graphics,14,1080,1920,Chrome OS,5060960
Ultimus,Lite NU14U4INC44BN-CS Laptop,Intel Celeron  N4020,4,DDR4,256,SSD,Integrated Intel UHD Graphics,14.1,1366,768,Windows 11 OS,2724120
Dell,Inspiron 3520 IN3520KTMFJS01ORS1 Laptop,11th Gen Intel Core i3 1115G4,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,7330120
Lenovo,IdeaPad Gaming 3 15ACH6 82K20289IN Laptop,5th Gen AMD Ryzen 5 5500H,8,DDR4,512,SSD,NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,9962120
HP,Omen 17-ck2011TX Gaming Laptop,13th Gen Intel Core i9 13900HX,32,DDR5,1024,SSD,NVIDIA GeForce RTX 4090,17.3,2560,1440,Windows 11 OS,68243812
Acer,Aspire 5 A515-58GM 15 2023 Gaming Laptop,13th Gen Intel Core i5 13420H,16,DDR4,512,SSD,NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,12218120
Acer,Nitro V ANV15-51 UN.QNASI.002 Gaming Laptop,13th Gen Intel Core i5 13420H,16,DDR5,512,SSD,NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,11842120
Acer,One 11 Z8-284 UN.013SI.032 Laptop,Intel Celeron N4500,8,DDR4,256,SSD,Integrated Intel UHD Graphics,11.6,1366,768,Windows 11 OS,3570120
HP,Omen 16-u0022TX Gaming Laptop,13th Gen Intel Core i7 13700HX,16,DDR5,512,SSD,NVIDIA GeForce RTX 4050,16.1,2560,1600,Windows 11 OS,31959812
HP,Omen 16-u0021TX Gaming Laptop,13th Gen Intel Core i7 13700HX,16,DDR5,1024,SSD,NVIDIA GeForce RTX 4060,16.1,2560,1600,Windows 11 OS,35719812
HP,Omen 16-u0024TX Gaming Laptop,13th Gen Intel Core i9 13900HX,32,DDR5,2048,SSD,NVIDIA GeForce RTX 4070,16.1,2560,1600,Windows 11 OS,56211812
HP,Pavilion Plus ‎14-ey0789AU Laptop,7th Gen AMD Ryzen 7 7840H,16,LPDDR5x,1024,SSD,AMD Radeon 780M Graphics,14,2880,1800,Windows 11 OS,18799812
HP,Omen 17-ck2008AX Gaming Laptop,13th Gen Intel Core i7 13700HX,16,DDR5,1024,SSD,NVIDIA GeForce RTX 4080,17.3,2560,1440,Windows 11 OS,50383812
Lenovo,IdeaPad Pro 5 83AQ005SIN Gaming Laptop,13th Gen Intel Core i7 13700H,16,LPDDR5,1024,SSD,NVIDIA GeForce RTX 3050,16,2560,1600,Windows 11 OS,20490120
Lenovo,IdeaPad Gaming 3 15IHU6 82K101R3IN Laptop,11th Gen Intel Core i5 11320H,8,DDR4,512,SSD,NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 11 OS,9774120
Asus,TUF Gaming F17 FX706HF-HX019W Laptop,11th Gen Intel Core i5 11400H,16,DDR4,512,SSD,NVIDIA GeForce RTX 2050,17.3,1920,1080,Windows 11 OS,11770304
Acer,Aspire 5 A515-57G-58R7 Gaming Laptop,12th Gen Intel Core i5 1240P,8,DDR4,512,SSD,NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,10903812
Dell,Inspiron 5430 IN5430FR0KC001ORS1 Laptop,13th Gen Intel Core i5 1335U,8,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,14,1920,1080,Windows 11 OS,11842120
Lenovo,IdeaPad Slim 5 82XD005RIN Laptop,13th Gen Intel Core i5 13420H,16,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,13534120
Lenovo,Legion Pro 7 2023 82WQ007TIN Gaming Laptop,13th Gen Intel Core i9 13900HX,32,DDR5,1024,SSD,NVIDIA GeForce RTX 4080,16,2560,1600,Windows 11 OS,56022120
Lenovo,Legion Slim 5 82YA00DXIN Gaming Laptop,13th Gen Intel Core i7 13620H,16,DDR5,1024,SSD,NVIDIA GeForce RTX 4060,16,2560,1600,Windows 11 OS,26036120
Lenovo,Legion 5 Pro 82JQ010EIN Laptop,5th Gen AMD Ryzen 7 5800H,16,DDR4,512,SSD,NVIDIA GeForce RTX 3060,16,2560,1600,Windows 11 OS,19438260
Lenovo,IdeaPad 5 Pro 82SN00F0IN Gaming Laptop,6th Gen AMD Ryzen 7 6800HS ,16,LPDDR5,512,SSD,NVIDIA GeForce RTX 3050,16,2560,1600,Windows 11 OS,16730120
MSI,CreatorPro Z16 HX B13VKTO-214IN Laptop,13th Gen Intel Core i9 13950HX,64,DDR5,2048,SSD,NVIDIA RTX 3000 Ada,16,2560,1600,Windows 11 OS,78958120
Lenovo,IdeaPad Flex 5 14IRU8 82Y0004TIN Laptop,13th Gen Intel Core i7 1355U,16,LPDDR4X,512,SSD,Integrated Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,16542120
Lenovo,IdeaPad Slim 3 82RK00EMIN Laptop,12th Gen Intel Core i5 1235U,8,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,9210120
MSI,Bravo 15 B7ED-011IN Gaming Laptop,7th Gen AMD Ryzen 7 7735HS,16,DDR5,512,SSD,AMD Radeon RX 6500 M,15.6,1920,1080,Windows 11 OS,15038120
Lenovo,IdeaPad 3 15IAU7 82RK00XDIN Laptop,12th Gen Intel Core i3 1215U,8,DDR4,256,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,6390120
HP,14s-dr3002TU Laptop,Intel Celeron N4500,8,DDR4,512,SSD,Integrated Intel UHD Graphics,14,1366,768,Windows 11 OS,5074120
Acer,C734 NX.H8VSI.004 Chromebook Laptop,Intel Celeron Dual Core N4500,4,LPDDR4X,64,HDD,Integrated Intel UHD Graphics,11.6,1280,1024,Chrome OS,2630120
Acer,TravelMate P2 TMP214-53 Business Laptop,11th Gen Intel Core i7 1165G7,16,DDR4,1024,SSD,Integrated Intel Iris Xe Graphics,14,1920,1080,Windows 11 OS,9398120
MSI,Bravo 15 B7ED-012IN Gaming Laptop,7th Gen AMD Ryzen 5 7535HS,8,DDR5,512,SSD,AMD Radeon RX 6500 M,15.6,1920,1080,Windows 11 OS,11278120
Asus,ROG Strix G15 G513RC-HN251WS Gaming Laptop,6th Gen AMD Ryzen 7  6800H,16,DDR5,1024,SSD,NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,17294120
Asus,Vivobook 16 2023 X1605VA-MB957WS Laptop,13th Gen Intel Core i9 13900H,16,DDR4,1024,SSD,Integrated Intel Iris Xe Graphics,16,1920,1200,Windows 11 OS,17989532
Acer,Chromebook CB314-3H NX.K04SI.007 Laptop,Intel Celeron Dual Core N4500,8,LPDDR4X,128,SSD,Integrated Intel UHD Graphics,14,1280,1024,Chrome OS,5025616
HP,Zbook FireFly 14 G8 4F0W6PA Laptop,11th Gen Intel Core i5 1135G7,16,DDR4,512,SSD,Integrated Intel UHD Graphics,14,1920,1080,Windows 11 OS,16919812
Asus,Vivobook S14 Flip TN3402QA-LZ751WS Laptop,5th Gen AMD Ryzen 7 5800H,16,DDR4,1024,SSD,AMD Radeon Graphics,14,1920,1200,Windows 11 OS,13158120
Asus,Vivobook S14 Flip TN3402QA-LZ551WS Laptop,5th Gen AMD Ryzen 5  5600H,16,DDR4,1024,SSD,AMD Radeon Graphics,14,1920,1200,Windows 11 OS,12293508
Lenovo,Thinkpad T14 Laptop,4th Gen AMD Ryzen 7 PRO 4750U,16,DDR4,512,SSD,AMD Radeon Graphics,14,1920,1080,Windows 10 OS,16920000
Lenovo,IdeaPad Slim 3 82RK00VWIN Laptop,12th Gen Intel Core i3 1215U,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,7217320
Lenovo,IdeaPad 1 15AMN7 82VG00J5IN Laptop,7th Gen AMD Ryzen 5 7520U,8,LPDDR5,512,SSD,AMD Radeon 610M,15.6,1920,1080,Windows 11 OS,7706120
